UFC 1: The Beginning,Ultimate Fighting Championship,"November 12, 1993",McNichols Sports Arena,"Denver, Colorado","7,800[1]",nan,"86,000[2]"
UFC Live: Jones vs. Matyushenko,Ultimate Fighting Championship,"August 1, 2010",Valley View Casino Center,"San Diego, California","8,132[1]","$489,685[1]",nan
UFC 117: Silva vs. Sonnen,Ultimate Fighting Championship,"August 7, 2010",Oracle Arena,"Oakland, California","12,971[1]","$1,560,000[1]","600,000[2]"
UFC 118: Edgar vs. Penn 2,Ultimate Fighting Championship,"August 28, 2010",TD Garden,"Boston, Massachusetts","14,168[1]","$2,800,000[1]","570,000[2]"
UFC Fight Night: Marquardt vs. Palhares,Ultimate Fighting Championship,"September 15, 2010",Frank Erwin Center,"Austin, Texas","7,724[1]","$595,900[1]",nan
UFC 119: Mir vs. Cro Cop,Ultimate Fighting Championship,"September 25, 2010",Conseco Fieldhouse,"Indianapolis, Indiana","15,811[1]","$1,600,000[2]","295,000[3]"
UFC 120: Bisping vs. Akiyama,Ultimate Fighting Championship,"October 16, 2010",O2 Arena,"London, United Kingdom","17,133[1]","$2,560,000[1]",nan
UFC 121: Lesnar vs. Velasquez,Ultimate Fighting Championship,"October 23, 2010",Honda Center,"Anaheim, California","14,856[1]","$2,237,000[1]","1,050,000[2]"
UFC 122: Marquardt vs. Okami,Ultimate Fighting Championship,"November 13, 2010",König Pilsener Arena,"Oberhausen, Germany","8,421[1]","$600,000[1]",nan
UFC 123: Rampage vs. Machida,Ultimate Fighting Championship,"November 20, 2010",The Palace of Auburn Hills,"Auburn Hills, Michigan","16,404[1]","$2,100,000","500,000[2]"
The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,Ultimate Fighting Championship,"December 4, 2010",Palms Casino Resort,"Las Vegas, Nevada","1,903[9]","$380,025[9]",nan
UFC 124: St-Pierre vs. Koscheck 2,Ultimate Fighting Championship,"December 11, 2010",Bell Centre,"Montreal, Quebec, Canada","23,152[1]","$4,600,000[1]","800,000[2]"
UFC 125: Resolution,Ultimate Fighting Championship,"January 1, 2011",MGM Grand Garden Arena,"Las Vegas, Nevada","12,874[1]","$2,174,780[1]","270,000[2]"
UFC: Fight for the Troops 2,Ultimate Fighting Championship,"January 22, 2011",Fort Hood,"Killeen, Texas","3,200[1]",nan,nan
UFC 126: Silva vs. Belfort,Ultimate Fighting Championship,"February 5, 2011",Mandalay Bay Events Center,"Las Vegas, Nevada","10,893 [1]","$3,600,000[1]","725,000[2]"
UFC 127: Penn vs. Fitch,Ultimate Fighting Championship,27 February 2011,Acer Arena,"Sydney, Australia","18,186[1]","$3,500,000[1]","260,000[2]"
UFC Live: Sanchez vs. Kampmann,Ultimate Fighting Championship,"March 3, 2011",KFC Yum! Center,"Louisville, Kentucky","8,319[1]","$471,450[1]",nan
UFC 128: Shogun vs Jones,Ultimate Fighting Championship,"March 19, 2011",Prudential Center,"Newark, New Jersey","12,619[1]","$2,140,000[1]","490,000[2]"
UFC Fight Night: Nogueira vs. Davis,Ultimate Fighting Championship,"March 26, 2011",KeyArena,"Seattle, Washington","13,741[1]","$1,182,850[1]",nan
UFC 129: St-Pierre vs. Shields,Ultimate Fighting Championship,"April 30, 2011",Rogers Centre,"Toronto, Ontario, Canada","55,724[1]","$12,075,000[1]","800,000[2]"
UFC 130: Rampage vs. Hamill,Ultimate Fighting Championship,"May 28, 2011",MGM Grand Garden Arena,"Las Vegas, Nevada","12,753[1]","$2,580,000[1]","325,000[2]"
The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,Ultimate Fighting Championship,"June 4, 2011",Palms Casino Resort,"Las Vegas, Nevada","2,053[15]","$440,150[15]",nan
UFC 131: dos Santos vs. Carwin,Ultimate Fighting Championship,11 June 2011,Rogers Arena,"Vancouver, British Columbia, Canada","14,685 [1]","$2,800,000[1]","330,000[2]"
UFC Live: Kongo vs. Barry,Ultimate Fighting Championship,"June 26, 2011",Consol Energy Center,"Pittsburgh, Pennsylvania","7,792[1]","$562,000[1]",nan
UFC 132: Cruz vs. Faber 2,Ultimate Fighting Championship,"July 2, 2011",MGM Grand Garden Arena,"Las Vegas, Nevada","13,109[1]","$2,304,500[1]","350,000[2]"
UFC 133: Evans vs. Ortiz,Ultimate Fighting Championship,"August 6, 2011",Wells Fargo Center,"Philadelphia, Pennsylvania","11,583[1]","$1,500,000[1]","310,000[2]"
UFC Live: Hardy vs. Lytle,Ultimate Fighting Championship,"August 14, 2011",Bradley Center,"Milwaukee, Wisconsin","6,751[1]","$539,000[1]",nan
UFC 134: Silva vs. Okami 2,Ultimate Fighting Championship,"August 27, 2011",HSBC Arena,"Rio de Janeiro, Brazil","14,000[1]",nan,"335,000[2]"
UFC Fight Night: Shields vs. Ellenberger,Ultimate Fighting Championship,"September 17, 2011",Morial Convention Center,"New Orleans, Louisiana","7,112[1]","$685,000[1]",nan
UFC 135: Jones vs. Rampage,Ultimate Fighting Championship,"September 24, 2011",Pepsi Center,"Denver, Colorado","16,344[1]","$2,089,575[1]","520,000[2]"
UFC Live: Cruz vs. Johnson,Ultimate Fighting Championship,"October 1, 2011",Verizon Center,"Washington, D.C.","9,380[1]","$706,775[1]",nan
UFC 136: Edgar vs. Maynard III,Ultimate Fighting Championship,"October 8, 2011",Toyota Center,"Houston, Texas","16,164[1]","$2,230,000[1]","225,000[2]"
UFC 137: Penn vs. Diaz,Ultimate Fighting Championship,"October 29, 2011",Mandalay Bay Events Center,"Las Vegas, Nevada","10,313[1]","$3,900,650[1]","280,000[2]"
UFC 138: Leben vs. Muñoz,Ultimate Fighting Championship,"November 5, 2011",LG Arena,"Birmingham, United Kingdom","10,823[1]","$1,500,000[1]",nan
UFC on Fox: Velasquez vs. dos Santos,Ultimate Fighting Championship,"November 12, 2011",Honda Center,"Anaheim, California","11,607[1]","$1,072,187[1]",nan
UFC 139: Shogun vs. Henderson,Ultimate Fighting Championship,"November 19, 2011",HP Pavilion,"San Jose, California","13,832[1]","$1,268,000[1]","290,000[2]"
The Ultimate Fighter: Team Bisping vs. Team Miller Finale,Ultimate Fighting Championship,"December 3, 2011",Palms Casino Resort,"Las Vegas, Nevada","1,909[8]","$452,700[8]",nan
UFC 140: Jones vs. Machida,Ultimate Fighting Championship,"December 10, 2011",Air Canada Centre,"Toronto, Ontario, Canada","18,303","$3,900,000","480,000[1]"
UFC 141: Lesnar vs. Overeem,Ultimate Fighting Championship,"December 30, 2011",MGM Grand Garden Arena,"Las Vegas, Nevada","13,793[1]","$3,100,000[1]","780,000[2]"
UFC 142: Aldo vs. Mendes,Ultimate Fighting Championship,"January 14, 2012",HSBC Arena,"Rio de Janeiro, Brazil","10,605[1]",nan,"235,000[2]"
UFC on FX: Guillard vs. Miller,Ultimate Fighting Championship,"January 20, 2012",Bridgestone Arena,"Nashville, Tennessee","7,728[1]","$334,860[1]",nan
UFC 149: Faber vs. Barão,Ultimate Fighting Championship,"July 21, 2012",Scotiabank Saddledome,"Calgary, Alberta, Canada","16,089[75]","$4,100,000[75]","235,000[76]"
UFC on Fox: Shogun vs. Vera,Ultimate Fighting Championship,"August 4, 2012",Staples Center,"Los Angeles, California","16,080","$1,100,000[1]",nan
UFC 150: Henderson vs. Edgar II,Ultimate Fighting Championship,"August 11, 2012",Pepsi Center,"Denver, Colorado","13,027[1]","$619,955[1]","190,000[2]"
UFC 151: Jones vs. Henderson,Ultimate Fighting Championship,Cancelled,Mandalay Bay Events Center,"Las Vegas, Nevada",nan,nan,nan
UFC 152: Jones vs. Belfort,Ultimate Fighting Championship,"September 22, 2012",Air Canada Centre,"Toronto, Ontario, Canada","16,800[1]","$1,921,000 [1]","450,000 [2]"
UFC on Fuel TV: Struve vs. Miocic,Ultimate Fighting Championship,"September 29, 2012",Capital FM Arena,"Nottingham, United Kingdom","7,241[1]","$970,000[1]",nan
UFC on FX: Browne vs. Bigfoot,Ultimate Fighting Championship,"October 5, 2012",Target Center,"Minneapolis, Minnesota","7,049[1]","$358,000[1]",nan
UFC 153: Silva vs. Bonnar,Ultimate Fighting Championship,"October 13, 2012",HSBC Arena,"Rio de Janeiro, Brazil","16,844[1]",$2.5–$2.6 million[1],"410,000[2]"
UFC on Fuel TV: Franklin vs. Le,Ultimate Fighting Championship,"November 10, 2012",CotaiArena,"Macau, SAR, China","8,415[1]","$1,300,000[1]",nan
UFC 154: St-Pierre vs. Condit,Ultimate Fighting Championship,"November 17, 2012",Bell Centre,"Montreal, Quebec, Canada","17,249[1]","$3,143,000[1]","700,000[2]"
UFC on Fox: Henderson vs. Diaz,Ultimate Fighting Championship,"December 8, 2012",KeyArena,"Seattle, Washington","14,387[1]","$1,522,600[1]",nan
UFC on FX: Sotiropoulos vs. Pearson,Ultimate Fighting Championship,"December 15, 2012",Gold Coast Convention and Exhibition Centre,"Queensland, Australia","5,133[7]","$900,000[7]",nan
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Ultimate Fighting Championship,"December 15, 2012",Hard Rock Hotel and Casino,"Las Vegas, Nevada","2,427[1]","$569,075[1]",nan
UFC 155: dos Santos vs. Velasquez 2,Ultimate Fighting Championship,"December 29, 2012",MGM Grand Garden Arena,"Las Vegas, Nevada","13,561[1]","$3,286,025[1]","590,000[2]"
UFC on Fox: Henderson vs. Melendez,Ultimate Fighting Championship,"April 20, 2013",HP Pavilion,"San Jose, California","13,506[24]",$1.333 million[24],nan
UFC 159: Jones vs. Sonnen,Ultimate Fighting Championship,"April 27, 2013",Prudential Center,"Newark, New Jersey","15,227[1]","$2,700,000[1]","530,000[2]"
UFC on FX: Belfort vs. Rockhold,Ultimate Fighting Championship,"May 18, 2013",Arena Jaraguá,"Jaraguá do Sul, Brazil","7,642[1]",nan,nan
UFC 160: Velasquez vs. Bigfoot 2,Ultimate Fighting Championship,"May 25, 2013",MGM Grand Garden Arena,"Las Vegas, Nevada","12,380[1]",$2.942 million[1],"380,000[2]"
UFC on Fuel TV: Nogueira vs. Werdum,Ultimate Fighting Championship,"June 8, 2013",Ginásio Paulo Sarasate,"Fortaleza, Brazil","6,286[8]",nan,nan
UFC 161: Evans vs. Henderson,Ultimate Fighting Championship,"June 15, 2013",MTS Centre,"Winnipeg, Manitoba, Canada","14,754[1]",$3.15 million[1],"140,000[2]"
UFC 162: Silva vs. Weidman,Ultimate Fighting Championship,"July 6, 2013",MGM Grand Garden Arena,"Las Vegas, Nevada","12,964[1]",$4.826 million[1],"550,000[2]"
UFC on Fox: Johnson vs. Moraga,Ultimate Fighting Championship,"July 27, 2013",KeyArena,"Seattle, Washington","8,967[1]","$700,081[1]",nan
UFC 163: Aldo vs. Korean Zombie,Ultimate Fighting Championship,"August 3, 2013",HSBC Arena,"Rio De Janeiro, Brazil","13,873[1]",nan,"180,000[2]"
UFC Fight Night: Shogun vs. Sonnen,Ultimate Fighting Championship,"August 17, 2013",TD Garden,"Boston, Massachusetts","14,181[1]","$1,534,000[1]",nan
UFC Fight Night: Condit vs. Kampmann 2,Ultimate Fighting Championship,"August 28, 2013",Bankers Life Fieldhouse,"Indianapolis, Indiana","6,417[1]","$355,290[1]",nan
UFC 164: Henderson vs. Pettis II,Ultimate Fighting Championship,"August 31, 2013",BMO Harris Bradley Center,"Milwaukee, Wisconsin","9,178[1]","$907,116[1]","270,000[2]"
UFC Fight Night: Teixeira vs. Bader,Ultimate Fighting Championship,"September 4, 2013",Mineirinho Arena,"Belo Horizonte, Brazil","5,126[1]",nan,nan
UFC 165: Jones vs. Gustafsson,Ultimate Fighting Championship,"September 21, 2013",Air Canada Centre,"Toronto, Ontario, Canada","15,504[1]",$1.9 million[1],"310,000[2]"
UFC Fight Night: Maia vs. Shields,Ultimate Fighting Championship,"October 9, 2013",Ginásio José Corrêa,"Barueri, Brazil","6,621[1]",nan,nan
UFC 166: Velasquez vs. dos Santos III,Ultimate Fighting Championship,"October 19, 2013",Toyota Center,"Houston, Texas","17,238[1]",$2.5 million[1],"330,000[2]"
UFC Fight Night: Machida vs. Muñoz,Ultimate Fighting Championship,"October 26, 2013",Phones 4u Arena,"Manchester, United Kingdom","10,355[1]",$1.5 million[1],nan
UFC: Fight for the Troops 3,Ultimate Fighting Championship,"November 6, 2013",Fort Campbell,"Fort Campbell, Kentucky",nan,nan,nan
UFC Fight Night: Belfort vs. Henderson 2,Ultimate Fighting Championship,"November 9, 2013",Goiânia Arena,"Goiânia, Brazil","10,565[1]",nan,nan
UFC 167: St-Pierre vs. Hendricks,Ultimate Fighting Championship,"November 16, 2013",MGM Grand Garden Arena,"Las Vegas, Nevada","14,856[1]","$5,759,350[1]","630,000[2]"
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Ultimate Fighting Championship,"November 30, 2013",Mandalay Bay Events Center,"Las Vegas, Nevada","4,853[8]","$322,742.50[8]",nan
UFC Fight Night: Hunt vs. Bigfoot,Ultimate Fighting Championship,"December 7, 2013",Brisbane Entertainment Centre,"Brisbane, Queensland, Australia","11,393[1]",$1.785 million[1],nan
UFC on Fox: Johnson vs. Benavidez 2,Ultimate Fighting Championship,"December 14, 2013",Sleep Train Arena,"Sacramento, California","11,573[1]","$1,066,610[1]",nan
UFC 168: Weidman vs. Silva 2,Ultimate Fighting Championship,"December 28, 2013",MGM Grand Garden Arena,"Las Vegas, Nevada","15,650[1]","$6,238,792[2]","1,025,000[3]"
UFC Fight Night: Saffiedine vs. Lim,Ultimate Fighting Championship,"January 4, 2014",Marina Bay Sands,"Marina Bay, Singapore","5,216[1]",nan,nan
UFC Fight Night: Rockhold vs. Philippou,Ultimate Fighting Championship,"January 15, 2014",The Arena at Gwinnett Center,"Duluth, Georgia","5,822[1]","$231,951[1]",nan
UFC on Fox: Henderson vs. Thomson,Ultimate Fighting Championship,"January 25, 2014",United Center,"Chicago, Illinois","10,895[1]","$863,655[1]",nan
UFC 169: Barão vs. Faber II,Ultimate Fighting Championship,"February 1, 2014 (2014-02-01)",Prudential Center,"Newark, New Jersey","14,308[1]",$1.651 million[1],"230,000[2]"
UFC Fight Night: Machida vs. Mousasi,Ultimate Fighting Championship,"February 15, 2014",Arena Jaraguá,"Jaraguá do Sul, Brazil","7,511[1]",nan,nan
UFC 170: Rousey vs. McMann,Ultimate Fighting Championship,"February 22, 2014 (2014-02-22)",Mandalay Bay Events Center,"Las Vegas, Nevada","10,217[1]","$1,558,870[1]","340,000[2]"
The Ultimate Fighter China Finale: Kim vs. Hathaway,Ultimate Fighting Championship,"March 1, 2014",CotaiArena,"Macau, SAR, China","6,000[6]",nan,nan
UFC Fight Night: Gustafsson  vs. Manuwa,Ultimate Fighting Championship,"March 8, 2014 (2014-03-08)",The O2 Arena,"London, England","14,604[1]","$2,000,056[1]",nan
UFC 171: Hendricks vs. Lawler,Ultimate Fighting Championship,"March 15, 2014 (2014-03-15)",American Airlines Center,"Dallas, Texas","19,324[1]","$2,600,000[1]","300,000 [2]"
UFC Fight Night: Shogun vs. Henderson 2,Ultimate Fighting Championship,"March 23, 2014 (2014-03-23)",Ginásio Nélio Dias,"Natal, Brazil","6,828[1]",nan,nan
UFC Fight Night: Nogueira vs. Nelson,Ultimate Fighting Championship,"April 11, 2014 (2014-04-11)",du Arena,"Abu Dhabi, United Arab Emirates","7,963[1]","$1,800,000[1]",nan
The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Ultimate Fighting Championship,"April 16, 2014",Colisée Pepsi,"Quebec City, Quebec, Canada","5,029[6]","$340,000[6]",nan
UFC on Fox: Werdum vs. Browne,Ultimate Fighting Championship,"April 19, 2014",Amway Center,"Orlando, Florida","14,410[1]","$1,651,776[1]",nan
UFC 172: Jones vs. Teixeira,Ultimate Fighting Championship,"April 26, 2014 (2014-04-26)",Baltimore Arena,"Baltimore, Maryland","13,485[1]",$2.3 million[1],"350,000 [2]"
UFC Fight Night: Brown vs. Silva,Ultimate Fighting Championship,"May 10, 2014 (2014-05-10)",U.S. Bank Arena,"Cincinnati, Ohio","6,143[1]","$415,000[1]",nan
UFC 173: Barão vs. Dillashaw,Ultimate Fighting Championship,"May 24, 2014 (2014-05-24)",MGM Grand Garden Arena,"Las Vegas, Nevada","11,036[1]",$1.7 million[1],"215,000 [2]"
UFC Fight Night: Muñoz vs. Mousasi,Ultimate Fighting Championship,"May 31, 2014 (2014-05-31)",O2 World,"Berlin, Germany","8,000[1]",nan,nan
The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Ultimate Fighting Championship,"May 31, 2014",Ginásio do Ibirapuera,"São Paulo, Brazil","8,986[7]",nan,nan
UFC Fight Night: Henderson vs. Khabilov,Ultimate Fighting Championship,"June 7, 2014 (2014-06-07)",Tingley Coliseum,"Albuquerque, New Mexico","8,775[1]","$697,901[1]",nan
UFC 174: Johnson vs. Bagautinov,Ultimate Fighting Championship,"June 14, 2014 (2014-06-14)",Rogers Arena,"Vancouver, British Columbia, Canada","7004135060000000000♠13,506[1]",$1.14 million[1],"115,000[2]"
UFC Fight Night: Te Huna vs. Marquardt,Ultimate Fighting Championship,"June 28, 2014 (2014-06-28)",Vector Arena,"Auckland, New Zealand","7003808900000000000♠8,089[1]","$913,000[1]",nan
UFC Fight Night: Swanson vs. Stephens,Ultimate Fighting Championship,"June 28, 2014 (2014-06-28)",AT&T Center,"San Antonio, Texas","9,227[1]","$728,358[1]",nan
UFC 175: Weidman vs. Machida,Ultimate Fighting Championship,"July 5, 2014 (2014-07-05)",Mandalay Bay Events Center,"Las Vegas, Nevada","10,088[1]","$4,400,000[1]","545,000[2]"
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Ultimate Fighting Championship,"July 6, 2014",Mandalay Bay Events Center,"Las Vegas, Nevada","6,500[4]","$835,000[4]",nan
UFC Fight Night: Cerrone vs. Miller,Ultimate Fighting Championship,"July 16, 2014 (2014-07-16)",Revel Casino Hotel,"Atlantic City, New Jersey","4,115[1]",nan,nan
UFC Fight Night: McGregor vs. Brandao,Ultimate Fighting Championship,"July 19, 2014 (2014-07-19)",The O2,"Dublin, Ireland","7003950000000000000♠9,500[1]",$1.4 million[1],nan
UFC on Fox: Lawler vs Brown,Ultimate Fighting Championship,"July 26, 2014 (2014-07-26)",SAP Center,"San Jose, California","7004114820000000000♠11,482[1]","$735,317[1]",nan
UFC 176: Aldo vs. Mendes II,Ultimate Fighting Championship,Cancelled,Staples Center,"Los Angeles, California",nan,nan,nan
UFC Fight Night: Bader vs. Saint Preux,Ultimate Fighting Championship,"August 16, 2014 (2014-08-16)",Cross Insurance Center,"Bangor, Maine","7003532900000000000♠5,329[1]","$321,470[1]",nan
UFC Fight Night: Bisping vs. Le,Ultimate Fighting Championship,"August 23, 2014 (2014-08-23)",CotaiArena,"Macau, SAR, China","7,022[1]",nan,nan
UFC Fight Night: Henderson vs. dos Anjos,Ultimate Fighting Championship,"August 23, 2014 (2014-08-23)",BOK Center,"Tulsa, Oklahoma","7003711900000000000♠7,119[1]","$452,075[1]",nan
UFC 177: Dillashaw vs. Soto,Ultimate Fighting Championship,"August 30, 2014 (2014-08-30)",Sleep Train Arena,"Sacramento, California","7004111000000000000♠11,100[1]","$700,000[1]","125,000[2]"
UFC Fight Night: Jacaré vs. Mousasi,Ultimate Fighting Championship,"September 5, 2014 (2014-09-05)",Foxwoods Resort Casino,"Mashantucket, Connecticut","7003408600000000000♠4,086[1]","$479,620[1]",nan
UFC Fight Night: Bigfoot vs. Arlovski,Ultimate Fighting Championship,"September 13, 2014 (2014-09-13)",Ginásio Nilson Nelson,"Brasília, Brazil","8,822[1]",nan,nan
UFC Fight Night: Hunt vs. Nelson,Ultimate Fighting Championship,"September 20, 2014 (2014-09-20)",Saitama Super Arena,"Saitama, Japan","7004123950000000000♠12,395[1]",nan,nan
UFC 178: Johnson vs. Cariaso,Ultimate Fighting Championship,"September 27, 2014 (2014-09-27)",MGM Grand Garden Arena,"Las Vegas, Nevada","7004105440000000000♠10,544[1]",$2.2 million[1],"205,000[2][3]"
UFC Fight Night: Nelson vs. Story,Ultimate Fighting Championship,"October 4, 2014 (2014-10-04)",Ericsson Globe Arena,"Stockholm, Sweden","7004100260000000000♠10,026[1]",$1.1 million[1],nan
UFC Fight Night: MacDonald vs. Saffiedine,Ultimate Fighting Championship,"October 4, 2014 (2014-10-04)",Scotiabank Centre,"Halifax, Nova Scotia, Canada","7004107820000000000♠10,782[1]","$926,000[1]",nan
UFC 179: Aldo vs. Mendes 2,Ultimate Fighting Championship,"October 25, 2014 (2014-10-25)",Ginásio do Maracanãzinho,"Rio de Janeiro, Brazil","7004114150000000000♠11,415[1]",nan,"180,000[2]"
UFC Fight Night: Rockhold vs. Bisping,Ultimate Fighting Championship,"November 8, 2014 (2014-11-08)",Allphones Arena,"Sydney, Australia","7003990400000000000♠9,904[1]",$1.5 million[1],nan
UFC Fight Night: Shogun vs. Saint Preux,Ultimate Fighting Championship,"November 8, 2014 (2014-11-08)",Ginásio Municipal Tancredo Neves,"Uberlândia, Brazil","5,671[1]",nan,nan
UFC 180: Werdum vs. Hunt,Ultimate Fighting Championship,"November 15, 2014 (2014-11-15)",Arena Ciudad de México,"Mexico City, Mexico","7004210000000000000♠21,000[1]",nan,"185,000[2]"
UFC Fight Night: Edgar vs. Swanson,Ultimate Fighting Championship,"November 22, 2014",Frank Erwin Center,"Austin, Texas","7004101310000000000♠10,131[1]","$670,022[1]",nan
UFC 181: Hendricks vs. Lawler II,Ultimate Fighting Championship,"December 6, 2014 (2014-12-06)",Mandalay Bay Events Center,"Las Vegas, Nevada","7003961700000000000♠9,617[1]",$2.488 million[1],"400,000[2]"
The Ultimate Fighter: A Champion Will Be Crowned,Ultimate Fighting Championship,"December 12, 2014",Palms Casino Resort,"Las Vegas, Nevada","7003180000000000000♠1,800[8]","$143,000[8]",nan
UFC on Fox: dos Santos vs. Miocic,Ultimate Fighting Championship,"December 13, 2014 (2014-12-13)",U.S. Airways Center,"Phoenix, Arizona","7004153500000000000♠15,350[1]",$1.5 million[1],nan
UFC Fight Night: Machida vs. Dollaway,Ultimate Fighting Championship,"December 20, 2014 (2014-12-20)",Ginásio José Corrêa,"Barueri, Brazil",nan,nan,nan
UFC 182: Jones vs. Cormier,Ultimate Fighting Championship,"January 3, 2015 (2015-01-03)",MGM Grand Garden Arena,"Las Vegas, Nevada","11,575[1]","$3,700,000[1]","800,000[2]"
UFC Fight Night: McGregor vs Siver,Ultimate Fighting Championship,"January 18, 2015 (2015-01-18)",TD Garden,"Boston, Massachusetts","13,828[1]","$1,340,000[1]",nan
UFC on Fox: Gustafsson vs. Johnson,Ultimate Fighting Championship,"January 24, 2015 (2015-01-24)",Tele2 Arena,"Stockholm, Sweden","30,000[1]",$3.1 million[1],nan
UFC 183: Silva vs. Diaz,Ultimate Fighting Championship,"January 31, 2015 (2015-01-31)",MGM Grand Garden Arena,"Las Vegas, Nevada","13,114[1]","$4,500,000[1]","650,000[2]"
UFC Fight Night: Henderson vs. Thatch,Ultimate Fighting Championship,"February 14, 2015 (2015-02-14)",1stBank Center,"Broomfield, Colorado","5,807[1]","$382,875[1]",nan
UFC Fight Night: Bigfoot vs. Mir,Ultimate Fighting Championship,"February 22, 2015 (2015-02-22)",Ginásio Gigantinho,"Porto Alegre, Brazil","5,080[1]",nan,nan
UFC 184: Rousey vs. Zingano,Ultimate Fighting Championship,"February 28, 2015 (2015-02-28)",Staples Center,"Los Angeles, California","16,577[1]","$2,675,560[1]","600,000[2]"
UFC 185: Pettis vs. dos Anjos,Ultimate Fighting Championship,"March 14, 2015 (2015-03-14)",American Airlines Center,"Dallas, Texas","14,298[1]","$2,155,630[1]","310,000[2]"
UFC Fight Night: Maia vs. LaFlare,Ultimate Fighting Championship,"March 21, 2015 (2015-03-21)",Ginásio do Maracanãzinho,"Rio de Janeiro, Brazil","7,707[1]",nan,nan
UFC Fight Night: Mendes vs. Lamas,Ultimate Fighting Championship,"April 4, 2015 (2015-04-04)",Patriot Center,"Fairfax, Virginia","5,417[1]","$545,604[1]",nan
UFC Fight Night: Gonzaga vs. Cro Cop 2,Ultimate Fighting Championship,"April 11, 2015 (2015-04-11)",Tauron Arena Kraków,"Kraków, Poland","10,000[1]","$720,000[1]",nan
UFC on Fox: Machida vs. Rockhold,Ultimate Fighting Championship,"April 18, 2015 (2015-04-18)",Prudential Center,"Newark, New Jersey","13,306[1]","$1,200,000[1]",nan
UFC 186: Johnson vs. Horiguchi,Ultimate Fighting Championship,"April 25, 2015 (2015-04-25)",Bell Centre,"Montreal, Quebec, Canada","10,154[1]","$668,000[1]","125,000[2]"
UFC Fight Night: Miocic vs. Hunt,Ultimate Fighting Championship,10 May 2015 (2015-05-10),Adelaide Entertainment Centre,"Adelaide, Australia","7,984[1]","$833,810[1]",nan
UFC Fight Night: Edgar vs. Faber,Ultimate Fighting Championship,"May 16, 2015 (2015-05-16)",Mall of Asia Arena,"Pasay, Philippines","13,446[1]",nan,nan
UFC 187: Johnson vs. Cormier,Ultimate Fighting Championship,"May 23, 2015 (2015-05-23)",MGM Grand Garden Arena,"Las Vegas, Nevada","12,615[1]","$5,189,623[2]","375,000[3]"
UFC Fight Night: Condit vs. Alves,Ultimate Fighting Championship,"May 30, 2015 (2015-05-30)",Goiânia Arena,"Goiânia, Brazil","3,500[1]",nan,nan
UFC Fight Night: Boetsch vs. Henderson,Ultimate Fighting Championship,"June 6, 2015 (2015-06-06)",Smoothie King Center,"New Orleans, Louisiana","6,231[1]","$621,523[1]",nan
