UFC 1: The Beginning,Ultimate Fighting Championship,"November 12, 1993",McNichols Sports Arena,"Denver, Colorado","7,800[1]",nan,"86,000[2]"
UFC 188: Velasquez vs. Werdum,Ultimate Fighting Championship,"June 13, 2015 (2015-06-13)",Arena Ciudad de México,"Mexico City, Mexico","21,036[1]",nan,"300,000[2]"
UFC Fight Night: Jędrzejczyk vs. Penne,Ultimate Fighting Championship,"June 20, 2015 (2015-06-20)",O2 World,"Berlin, Germany","8,155[1]",nan,nan
UFC Fight Night: Machida vs. Romero,Ultimate Fighting Championship,"June 27, 2015 (2015-06-27)",Seminole Hard Rock Hotel and Casino,"Hollywood, Florida","7003560400000000000♠5,604[1]",nan,nan
UFC 189: Mendes vs. McGregor,Ultimate Fighting Championship,"July 11, 2015 (2015-07-11)",MGM Grand Garden Arena,"Las Vegas, Nevada","16,019[1]","$7,201,648[2]","825,000[3]"
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Ultimate Fighting Championship,"July 12, 2015 (2015-07-12)",MGM Grand Garden Arena,"Las Vegas, Nevada","4,844[4]","$291,000[4]",nan
UFC Fight Night:  Mir vs. Duffee,Ultimate Fighting Championship,"July 15, 2015 (2015-07-15)",Valley View Casino Center,"San Diego, California","5,471[1]","$412,000[1]",nan
UFC Fight Night: Bisping vs. Leites,Ultimate Fighting Championship,18 July 2015 (2015-07-18),The SSE Hydro,"Glasgow, Scotland","10,451[1]","$1,500,000[1]",nan
UFC on Fox: Dillashaw vs. Barão 2,Ultimate Fighting Championship,"July 25, 2015 (2015-07-25)",United Center,"Chicago, Illinois","11,663[1]","$1,200,000[1]",nan
UFC 190: Rousey vs. Correia,Ultimate Fighting Championship,"August 1, 2015 (2015-08-01)",HSBC Arena,"Rio de Janeiro, Brazil","14,723[1]",nan,"900,000 [2]"
UFC Fight Night: Teixeira vs. Saint Preux,Ultimate Fighting Championship,"August 8, 2015 (2015-08-08)",Bridgestone Arena,"Nashville, Tennessee","7,539[1]","$454,551[1]",nan
UFC Fight Night: Holloway vs. Oliveira,Ultimate Fighting Championship,"August 23, 2015 (2015-08-23)",SaskTel Centre,"Saskatoon, Saskatchewan, Canada","7,202[1]",nan,nan
UFC 191: Johnson vs Dodson 2,Ultimate Fighting Championship,"September 5, 2015 (2015-09-05)",MGM Grand Garden Arena,"Las Vegas, Nevada","10,873[1]","$1,362,700[1]","115,000[2]"
UFC Fight Night: Barnett vs. Nelson,Ultimate Fighting Championship,"September 27, 2015 (2015-09-27)",Saitama Super Arena,"Saitama, Japan","10,137[1]",nan,nan
UFC 192: Cormier vs. Gustafsson,Ultimate Fighting Championship,"October 3, 2015 (2015-10-03)",Toyota Center,"Houston, Texas","14,622[1]","$1,859,000[1]","250,000[2]"
UFC Fight Night: Holohan vs. Smolka,Ultimate Fighting Championship,"October 24, 2015 (2015-10-24)",3Arena,"Dublin, Ireland","9,500",nan,nan
UFC Fight Night: Belfort vs. Henderson 3,Ultimate Fighting Championship,"November 7, 2015",Ginásio do Ibirapuera,"São Paulo, Brazil","10,628[1]",nan,nan
UFC 193: Rousey vs. Holm,Ultimate Fighting Championship,"November 15, 2015 (2015-11-15)",Etihad Stadium,"Melbourne, Australia","56,214[1]","$6,800,000[1]","1,100,000[2]"
The Ultimate Fighter Latin America 2 Finale: Magny vs. Gastelum,Ultimate Fighting Championship,"November 21, 2015",Arena Monterrey,"Monterrey, Mexico","10,410[5]",nan,nan
UFC Fight Night: Henderson vs. Masvidal,Ultimate Fighting Championship,"November 28, 2015 (2015-11-28)",Olympic Gymnastics Arena,"Seoul, South Korea","12,156[1]",nan,nan
UFC Fight Night: Namajunas vs. VanZant,Ultimate Fighting Championship,"December 10, 2015 (2015-12-10)",The Chelsea at The Cosmopolitan,"Las Vegas, Nevada","1,643[1]","$234,725[1]",nan
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ultimate Fighting Championship,"December 11, 2015 (2015-12-11)",The Chelsea at The Cosmopolitan,"Las Vegas, Nevada","1,800[10]","$450,000[10]",nan
UFC 194: Aldo vs. McGregor,Ultimate Fighting Championship,"December 12, 2015 (2015-12-12)",MGM Grand Garden Arena,"Las Vegas, Nevada","16,516[1]","$10,006,249[2]","1,200,000[3]"
UFC on Fox: dos Anjos vs. Cerrone 2,Ultimate Fighting Championship,"December 19, 2015 (2015-12-19)",Amway Center,"Orlando, Florida","14,459[1]","$1,710,000[1]",nan
UFC 195: Lawler vs. Condit,Ultimate Fighting Championship,"January 2, 2016 (2016-01-02)",MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,300[1]","$2,003,986[1]","300,000[2]"
UFC Fight Night: Dillashaw vs. Cruz,Ultimate Fighting Championship,"January 17, 2016 (2016-01-17)",TD Garden,"Boston, Massachusetts","12,790[1]","$1,300,000[1]",nan
UFC on Fox: Johnson vs. Bader,Ultimate Fighting Championship,"January 30, 2016 (2016-01-30)",Prudential Center,"Newark, New Jersey","10,555[1]","$818,000[1]",nan
UFC Fight Night: Hendricks vs. Thompson,Ultimate Fighting Championship,"February 6, 2016 (2016-02-06)",MGM Grand Garden Arena,"Las Vegas, Nevada","7,422[1]","$1,435,000[1]",nan
UFC Fight Night: Cowboy vs. Cowboy,Ultimate Fighting Championship,"February 21, 2016 (2016-02-21)",Consol Energy Center,"Pittsburgh, Pennsylvania","7,330[1]","$572,547[1]",nan
UFC Fight Night: Silva vs. Bisping,Ultimate Fighting Championship,27 February 2016,The O2 Arena,"London, England","16,734[1]","$2,000,000[1]",nan
UFC 196: McGregor vs. Diaz,Ultimate Fighting Championship,"March 5, 2016 (2016-03-05)",MGM Grand Garden Arena,"Las Vegas, Nevada","14,898[1]","$8,197,628[2]","1,317,000[3]"
UFC Fight Night: Hunt vs. Mir,Ultimate Fighting Championship,"March 20, 2016",Brisbane Entertainment Centre,"Brisbane, Australia","9,552[1]","$1,000,000[1]",nan
UFC Fight Night: Rothwell vs. dos Santos,Ultimate Fighting Championship,"April 10, 2016",Arena Zagreb,"Zagreb, Croatia","13,177[1]","$549,000[1]",nan
UFC on Fox: Teixeira vs. Evans,Ultimate Fighting Championship,"April 16, 2016",Amalie Arena,"Tampa, Florida","11,273[1]","$1,057,000[1]",nan
UFC 197: Jones vs. Saint Preux,Ultimate Fighting Championship,"April 23, 2016 (2016-04-23)",MGM Grand Garden Arena,"Las Vegas, Nevada","11,352 [1]","$2,300,000[1]","322,000[2][3]"
UFC Fight Night: Overeem vs. Arlovski,Ultimate Fighting Championship,"May 8, 2016",Ahoy Rotterdam,"Rotterdam, Netherlands","10,421[1]","$1,523,320[1]",nan
UFC 198: Werdum vs. Miocic,Ultimate Fighting Championship,"May 14, 2016",Arena da Baixada,"Curitiba, Brazil","45,207[1]",nan,"217,000[2][3]"
UFC Fight Night: Almeida vs. Garbrandt,Ultimate Fighting Championship,"May 29, 2016",Mandalay Bay Events Center,"Las Vegas, Nevada","5,193[1]","$359,000[1]",nan
UFC 199: Rockhold vs. Bisping 2,Ultimate Fighting Championship,"June 4, 2016 (2016-06-04)",The Forum,"Inglewood, California","15,587[1]","$2,168,675[1]","283,000-320,000[2][3]"
UFC Fight Night: MacDonald vs. Thompson,Ultimate Fighting Championship,"June 18, 2016",TD Place Arena,"Ottawa, Ontario, Canada","10,490[1]","$1,278,250[1]",nan
UFC Fight Night: Dos Anjos vs. Alvarez,Ultimate Fighting Championship,"July 7, 2016 (2016-07-07)",MGM Grand Garden Arena,"Las Vegas, Nevada","7,760[1]","$690,526[1]",nan
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Ultimate Fighting Championship,"July 8, 2016 (2016-07-08)",MGM Grand Garden Arena,"Las Vegas, Nevada","8,115[7]","$736,408[7]",nan
UFC 200: Tate vs. Nunes,Ultimate Fighting Championship,"July 9, 2016 (2016-07-09)",T-Mobile Arena,"Las Vegas, Nevada","18,202[1]","$10,746,248[2]","1,009,000[3][4]"
UFC Fight Night: McDonald vs. Lineker,Ultimate Fighting Championship,"July 13, 2016 (2016-07-13)",Denny Sanford Premier Center,"Sioux Falls, South Dakota","5,671[1]","$381,945[1]",nan
UFC on Fox: Holm vs. Shevchenko,Ultimate Fighting Championship,"July 23, 2016 (2016-07-23)",United Center,"Chicago, Illinois","10,287[1]","$1,000,000[1]",nan
UFC 201: Lawler vs. Woodley,Ultimate Fighting Championship,"July 30, 2016 (2016-07-30)",Philips Arena,"Atlanta, Georgia","10,240[1]","$1,070,000[1]","240,000[2]"
UFC Fight Night: Rodríguez vs Caceres,Ultimate Fighting Championship,"August 6, 2016 (2016-08-06)",Vivint Smart Home Arena,"Salt Lake City, Utah","6,689[1]","$481,033[1]",nan
UFC 202: Diaz vs. McGregor 2,Ultimate Fighting Championship,"August 20, 2016 (2016-08-20)",T-Mobile Arena,"Las Vegas, Nevada","15,539[1]","$7,700,810[2]","1,650,000[3]"
UFC on Fox: Maia vs Condit,Ultimate Fighting Championship,"August 27, 2016 (2016-08-27)",Rogers Arena,"Vancouver, British Columbia, Canada","10,533[1]","C$995,624[1]",nan
UFC Fight Night: Arlovski vs. Barnett,Ultimate Fighting Championship,"September 3, 2016 (2016-09-03)",Barclaycard Arena,"Hamburg, Germany","11,763[1]","$913,428[1]",nan
UFC 203: Miocic vs. Overeem,Ultimate Fighting Championship,"September 10, 2016 (2016-09-10)",Quicken Loans Arena,"Cleveland, Ohio","18,875[1]","$2,600,000[1]","450,000[2]"
UFC Fight Night: Poirier vs. Johnson,Ultimate Fighting Championship,"September 17, 2016 (2016-09-17)",State Farm Arena,"Hidalgo, Texas","5,624[1]","$323,419[1]",nan
UFC Fight Night: Cyborg vs. Länsberg,Ultimate Fighting Championship,"September 24, 2016 (2016-09-24)",Ginásio Nilson Nelson,"Brasília, Brazil","8,410[1]",nan,nan
UFC Fight Night: Lineker vs. Dodson,Ultimate Fighting Championship,"October 1, 2016 (2016-10-01)",Moda Center,"Portland, Oregon","6,240[1]","$501,035[1]",nan
UFC 204: Bisping vs Henderson 2,Ultimate Fighting Championship,"October 8, 2016 (2016-10-08)",Manchester Arena,"Manchester, England","16,000[1]","$1,960,000[1]","290,000 [2]"
UFC Fight Night: Lamas vs.Penn,Ultimate Fighting Championship,Cancelled,Mall of Asia Arena,"Pasay City, Philippines",nan,nan,nan
The Ultimate Fighter Latin America 3 Finale: dos Anjos vs. Ferguson,Ultimate Fighting Championship,"November 5, 2016 (2016-11-05)",Arena Ciudad de México,"Mexico City, Mexico","11,460[3]",nan,nan
UFC 205: Alvarez vs. McGregor,Ultimate Fighting Championship,"November 12, 2016 (2016-11-12)",Madison Square Garden,"New York City, New York","20,427[1]","$17,700,000[1]","1,300,000[2]"
UFC Fight Night: Mousasi vs. Hall 2,Ultimate Fighting Championship,19 November 2016,The SSE Arena,"Belfast, Northern Ireland","7,222[1]","$850,000[1]",nan
UFC Fight Night: Bader vs. Nogueira 2,Ultimate Fighting Championship,"November 19, 2016 (2016-11-19)",Ginásio do Ibirapuera,"São Paulo, Brazil","9,028[1]",nan,nan
UFC Fight Night: Whittaker vs. Brunson,Ultimate Fighting Championship,"November 27, 2016 (2016-11-27)",Rod Laver Arena,"Melbourne, Australia","13,721[1]","2,200,000 AUD[1]",nan
The Ultimate Fighter: Tournament of Champions Finale,Ultimate Fighting Championship,"December 3, 2016",Palms Casino Resort,"Las Vegas, Nevada","2,044[6]","$188,602[6]",nan
UFC Fight Night: Lewis vs. Abdurakhimov,Ultimate Fighting Championship,"December 9, 2016 (2016-12-09)",Times Union Center,"Albany, New York","6,216[1]","$411,000[1]",nan
UFC 206: Holloway vs. Pettis,Ultimate Fighting Championship,"December 10, 2016 (2016-12-10)",Air Canada Centre,"Toronto, Ontario, Canada","18,057[1]","$1,843,101[1]",nan
UFC on Fox: VanZant vs. Waterson,Ultimate Fighting Championship,"December 17, 2016 (2016-12-17)",Golden 1 Center,"Sacramento, California","10,525[1]","$1,238,992[1]",nan
UFC 207: Nunes vs. Rousey,Ultimate Fighting Championship,"December 30, 2016 (2016-12-30)",T-Mobile Arena,"Las Vegas, Nevada","18,533[1]","$4,750,000[1]","1,100,000[2]"
UFC Fight Night: Rodríguez vs. Penn,Ultimate Fighting Championship,"January 15, 2017 (2017-01-15)",Talking Stick Resort Arena,"Phoenix, Arizona","11,589[1]","$913,372.75[1]",nan
UFC on Fox: Shevchenko vs. Peña,Ultimate Fighting Championship,"January 28, 2017",Pepsi Center,"Denver, Colorado","13,233[1]","$1,020,434[1]",nan
UFC Fight Night: Bermudez vs. Korean Zombie,Ultimate Fighting Championship,"February 4, 2017 (2017-02-04)",Toyota Center,"Houston, Texas","8,119[1]","$611,133[1]",nan
UFC 208: Holm vs. de Randamie,Ultimate Fighting Championship,"February 11, 2017",Barclays Center,"Brooklyn, New York","15,628[1]","$2,275,105[1]",nan
UFC Fight Night: Lewis vs. Browne,Ultimate Fighting Championship,"February 19, 2017 (2017-02-19)",Scotiabank Centre,"Halifax, Nova Scotia, Canada","8,123[1]","$575,832[1]",nan
UFC 209: Woodley vs. Thompson 2,Ultimate Fighting Championship,"March 4, 2017",T-Mobile Arena,"Las Vegas, Nevada","13,150[1]","$ 2,385,230[1]",nan
UFC Fight Night: Belfort vs. Gastelum,Ultimate Fighting Championship,"March 11, 2017",Centro de Formação Olímpica do Nordeste,"Fortaleza, Brazil","14,069[1]",nan,nan
UFC Fight Night: Manuwa vs. Anderson,Ultimate Fighting Championship,18 March 2017,The O2 Arena,"London, England","15,761[1]","$2,015,777[1]",nan
UFC 210: Cormier vs Johnson 2,Ultimate Fighting Championship,"April 8, 2017",KeyBank Center,"Buffalo, New York","17,110[1]","$2,000,000 [1]","300,000[2]"
UFC on Fox: Johnson vs. Reis,Ultimate Fighting Championship,"April 15, 2017",Sprint Center,"Kansas City, Missouri","12,171[1]","$1,081,193 [1]",nan
UFC Fight Night: Swanson vs. Lobov,Ultimate Fighting Championship,"April 22, 2017 (2017-04-22)",Bridgestone Arena,"Nashville, Tennessee","10,144[1]","$755,180[1]",nan
UFC 211: Miocic vs dos Santos 2,Ultimate Fighting Championship,"May 13, 2017",American Airlines Center,"Dallas, Texas","17,834[1]","$2,662,645[1]",nan
UFC Fight Night: Gustafsson vs. Teixeira,Ultimate Fighting Championship,"May 28, 2017 (2017-05-28)",Ericsson Globe,"Stockholm, Sweden","12,668[1]","$1,920,000[1]",nan
UFC 212: Aldo vs. Holloway,Ultimate Fighting Championship,"June 3, 2017",Jeunesse Arena,"Rio de Janeiro, Brazil","15,412[1]",nan,nan
UFC Fight Night: Lewis vs. Hunt,Ultimate Fighting Championship,"June 11, 2017 (2017-06-11)",Spark Arena,"Auckland, New Zealand","7,468[1]","$800,298[1]",nan
UFC Fight Night: Holm vs. Correia,Ultimate Fighting Championship,"June 17, 2017 (2017-06-17)",Singapore Indoor Stadium,"Kallang, Singapore","8,414[1]","$839,300[1]",nan
UFC Fight Night: Chiesa vs. Lee,Ultimate Fighting Championship,"June 25, 2017 (2017-06-25)",Chesapeake Energy Arena,"Oklahoma City, Oklahoma","7,605[1]","$549,302[1]",nan
The Ultimate Fighter: Redemption Finale,Ultimate Fighting Championship,"July 7, 2017 (2017-07-07)",T-Mobile Arena,"Paradise, Nevada","6,308[4]","$432,495[4]",nan
UFC 213: Romero vs. Whittaker,Ultimate Fighting Championship,"July 8, 2017 (2017-07-08)",T-Mobile Arena,"Las Vegas, Nevada","12,834[1]","$2,400,000[1]","150,000"
UFC Fight Night: Nelson vs. Ponzinibbio,Ultimate Fighting Championship,16 July 2017 (2017-07-16),The SSE Hydro,"Glasgow, Scotland","10,589[1]","$1,200,000[1]",nan
UFC on Fox: Weidman vs. Gastelum,Ultimate Fighting Championship,"July 22, 2017",Nassau Veterans Memorial Coliseum,"Uniondale, New York","11,198[1]","$1,088,332[1]",nan
UFC 214: Cormier vs. Jones 2,Ultimate Fighting Championship,"July 29, 2017 (2017-07-29)",Honda Center,"Anaheim, California","16,610[1]","$2,448,870[1]","860,000[2]"
UFC Fight Night: Pettis vs. Moreno,Ultimate Fighting Championship,5 August 2017 (2017-08-05),Arena Ciudad de México,"Mexico City, Mexico","10,172[1]",nan,nan
UFC Fight Night: Volkov vs. Struve,Ultimate Fighting Championship,2 September 2017 (2017-09-02),Ahoy Rotterdam,"Rotterdam, Netherlands","10,224[1]","$900,000[1]",nan
UFC 215: Nunes vs. Shevchenko 2,Ultimate Fighting Championship,"September 9, 2017 (2017-09-09)",Rogers Place,"Edmonton, Alberta, Canada","16,232[1]","$2,028,307[1]","100,000[2]"
UFC Fight Night: Rockhold vs. Branch,Ultimate Fighting Championship,"September 16, 2017 (2017-09-16)",PPG Paints Arena,"Pittsburgh, Pennsylvania","7,005[1]","$396,190.75[1]",nan
UFC Fight Night: Saint Preux vs. Okami,Ultimate Fighting Championship,"September 23, 2017 (2017-09-23)",Saitama Super Arena,"Saitama, Japan","8,571[1]",nan,nan
UFC 216: Ferguson vs. Lee,Ultimate Fighting Championship,"October 7, 2017 (2017-10-07)",T-Mobile Arena,"Las Vegas, Nevada","10,638[1]","$677,999.50[1]","200,000[2]"
UFC Fight Night: Cowboy vs. Till,Ultimate Fighting Championship,"October 21, 2017 (2017-10-21)",Ergo Arena,"Gdańsk, Poland","11,138[1]","$677,000[1]",nan
UFC Fight Night: Brunson vs. Machida,Ultimate Fighting Championship,"October 28, 2017 (2017-10-28)",Ginásio do Ibirapuera,"São Paulo, Brazil","10,265[1]",nan,nan
UFC 217: Bisping vs. St-Pierre,Ultimate Fighting Championship,"November 4, 2017 (2017-11-04)",Madison Square Garden,"New York City, New York","18,201[1]","$6,200,000[1]","875,000"
UFC Fight Night: Poirier vs. Pettis,Ultimate Fighting Championship,"November 11, 2017 (2017-11-11)",Ted Constant Convocation Center,"Norfolk, Virginia","8,442[1]","$642,070[1]",nan
UFC Fight Night: Werdum vs. Tybura,Ultimate Fighting Championship,19 November 2017,Qudos Bank Arena,Sydney,"10,021[1]",nan,nan
UFC Fight Night: Bisping vs. Gastelum,Ultimate Fighting Championship,"November 25, 2017 (2017-11-25)",Mercedes Benz Arena,"Shanghai, China","15,128[1]",nan,nan
The Ultimate Fighter: A New World Champion Finale,Ultimate Fighting Championship,"December 1, 2017 (2017-12-01)",Park Theater,"Paradise, Nevada",nan,nan,nan
UFC 218: Holloway vs. Aldo 2,Ultimate Fighting Championship,"December 2, 2017 (2017-12-02)",Little Caesars Arena,"Detroit, Michigan","17,587[1]","$2,000,000[1]","230,000[2]"
UFC Fight Night: Swanson vs. Ortega,Ultimate Fighting Championship,"December 9, 2017 (2017-12-09)",Save Mart Center,"Fresno, California","7,605[1]","$568,290[1]",nan
UFC on Fox: Lawler vs. dos Anjos,Ultimate Fighting Championship,"December 16, 2017 (2017-12-16)",Bell MTS Place,"Winnipeg, Canada","8,862[1]","$781,359[1]",nan
UFC 219: Cyborg vs. Holm,Ultimate Fighting Championship,"December 30, 2017 (2017-12-30)",T-Mobile Arena,"Las Vegas, Nevada","13,561[1]","$1,760,628.74[1]",nan
UFC Fight Night: Stephens vs. Choi,Ultimate Fighting Championship,"January 14, 2018 (2018-01-14)",Scottrade Center,"St. Louis, Missouri, U.S.","10,052[1]","$812,995[1]",nan
UFC 220: Miocic vs. Ngannou,Ultimate Fighting Championship,"January 20, 2018 (2018-01-20)",TD Garden,"Boston, Massachusetts","16,015 [1]","$2,450,000[1]",nan
UFC on Fox: Jacaré vs. Brunson 2,Ultimate Fighting Championship,"January 27, 2018 (2018-01-27)",Spectrum Center,"Charlotte, North Carolina, U.S","10,249[1]","$944,202[1]",nan
UFC Fight Night: Machida vs. Anders,Ultimate Fighting Championship,"February 3, 2018 (2018-02-03)",Arena Guilherme Paraense,"Belém, Brazil","10,144 [1]",nan,nan
UFC 221: Romero vs. Rockhold,Ultimate Fighting Championship,"February 11, 2018 (2018-02-11)",Perth Arena,"Perth, Australia","12,437[1]","$2,810,520[1]",nan
UFC Fight Night: Cowboy vs. Medeiros,Ultimate Fighting Championship,"February 18, 2018 (2018-02-18)",Frank Erwin Center,"Austin, Texas","10,502[1]","$794,350[1]",nan
UFC on Fox: Emmett vs. Stephens,Ultimate Fighting Championship,"February 24, 2018 (2018-02-24)",Amway Center,"Orlando, Florida","10,124[1]","$1,064,303.50[1]",nan
UFC 222: Cyborg vs. Kunitskaya,Ultimate Fighting Championship,"March 3, 2018 (2018-03-03)",T-Mobile Arena,"Las Vegas, Nevada","12,041[1]","$1,367,672[1]",nan
UFC Fight Night: Werdum vs. Volkov,Ultimate Fighting Championship,"March 17, 2018 (2018-03-17)",The O2 Arena,"London, England","16,274[1]",nan,"$2,028,000[1]"
UFC 223: Khabib vs. Iaquinta,Ultimate Fighting Championship,"April 7, 2018 (2018-04-07)",Barclays Center,"Brooklyn, New York","17,026[1]","$3,007,108[1]",nan
UFC on Fox: Poirier vs. Gaethje,Ultimate Fighting Championship,"April 14, 2018",Gila River Arena,"Glendale, Arizona","11,382[1]","$1,085,712.25[1]",nan
UFC Fight Night: Barboza vs. Lee,Ultimate Fighting Championship,"April 21, 2018 (2018-04-21)",Boardwalk Hall,"Atlantic City, New Jersey","9,541[1]","$923,720[1]",nan
UFC 224: Nunes vs. Pennington,Ultimate Fighting Championship,"May 12, 2018 (2018-05-12)",Jeunesse Arena,"Rio de Janeiro, Brazil","10,696[1]",nan,nan
UFC Fight Night: Maia vs. Usman,Ultimate Fighting Championship,"May 19, 2018 (2018-05-19)",Movistar Arena,"Santiago, Chile","11,082[1]",nan,nan
UFC Fight Night: Thompson vs. Till,Ultimate Fighting Championship,"May 27, 2018 (2018-05-27)",Echo Arena,"Liverpool, England","8,520[1]","$1,300,000[1]",nan
UFC Fight Night: Rivera vs. Moraes,Ultimate Fighting Championship,"June 1, 2018 (2018-06-01)",Adirondack Bank Center,"Utica, New York","5,063[1]","$322,825 [1]",nan
UFC 225: Whittaker vs. Romero 2,Ultimate Fighting Championship,"June 9, 2018 (2018-06-09)",United Center,"Chicago, Illinois","18,117[1]","$2,550,000[1]","250,000[2]"
UFC Fight Night: Cowboy vs. Edwards,Ultimate Fighting Championship,"June 23, 2018 (2018-06-23)",Singapore Indoor Stadium,"Kallang, Singapore","6,419[1]",nan,nan
The Ultimate Fighter: Undefeated Finale,Ultimate Fighting Championship,"July 6, 2018",Pearl Theatre,"Paradise, Nevada","2,123[16]","$293,615.50[16]",nan
UFC 226: Miocic vs. Cormier,Ultimate Fighting Championship,"July 7, 2018 (2018-07-07)",T-Mobile Arena,"Paradise, Nevada","17,464 [1]","$5,677,238.21[1]",nan
UFC Fight Night: dos Santos vs. Ivanov,Ultimate Fighting Championship,"July 14, 2018 (2018-07-14)",CenturyLink Arena,"Boise, Idaho","5,648[1]","$591,575[1]",nan
UFC Fight Night: Shogun vs. Smith,Ultimate Fighting Championship,"July 22, 2018 (2018-07-22)",Barclaycard Arena,"Hamburg, Germany","7,798[1]","$750,000[1]",nan
UFC on Fox: Alvarez vs. Poirier 2,Ultimate Fighting Championship,"July 28, 2018 (2018-07-28)",Scotiabank Saddledome,"Calgary, Alberta, Canada","10,603[1]","$1.300,000[1]",nan
UFC 227: Dillashaw vs. Garbrandt 2,Ultimate Fighting Championship,"August 4, 2018 (2018-08-04)",Staples Center,"Los Angeles, California","17,794[1]","$2,850,000[1]","300,000[2]"
UFC Fight Night: Gaethje vs. Vick,Ultimate Fighting Championship,"August 25, 2018 (2018-08-25)",Pinnacle Bank Arena,"Lincoln, Nebraska","6,409[1]","$478,337[1]",nan
UFC 228: Woodley vs. Till,Ultimate Fighting Championship,"September 8, 2018 (2018-09-08)",American Airlines Center,"Dallas, Texas","14,073[1]","$1,700,000[1]",nan
UFC Fight Night: Hunt vs. Oliynyk,Ultimate Fighting Championship,"September 15, 2018 (2018-09-15)",Olimpiyskiy Stadium,"Moscow, Russia",nan,nan,nan
UFC Fight Night: Manuwa vs. Santos,Ultimate Fighting Championship,"September 22, 2018 (2018-09-22)",Ginásio do Ibirapuera,"São Paulo, Brazil",nan,nan,nan
UFC 229: Khabib vs. McGregor,Ultimate Fighting Championship,"October 6, 2018 (2018-10-06)",T-Mobile Arena,"Paradise, Nevada",nan,nan,nan
UFC Fight Night: Volkan vs. Smith,Ultimate Fighting Championship,"October 27, 2018 (2018-10-27)",Moncton Events Centre,"Moncton, New Brunswick, Canada",nan,nan,nan
UFC 230,Ultimate Fighting Championship,"November 3, 2018 (2018-11-03)",Madison Square Garden,"New York City, New York",nan,nan,nan
UFC Fight Night: Edgar vs. Korean Zombie,Ultimate Fighting Championship,"November 10, 2018 (2018-11-10)",Pepsi Center,"Denver, Colorado",nan,nan,nan
UFC Fight Night: Magny vs. Ponzinibbio,Ultimate Fighting Championship,"November 17, 2018 (2018-11-17)",Parque Polideportivo Roca,"Buenos Aires, Argentina",nan,nan,nan
UFC Fight Night: Blaydes vs. Ngannou 2,Ultimate Fighting Championship,"November 25, 2018 (2018-11-25)",Cadillac Arena,"Beijing, China",nan,nan,nan
The Ultimate Fighter: Heavy Hitters Finale,Ultimate Fighting Championship,"November 30, 2018 (2018-11-30)",Pearl Theatre at Palms Casino Resort,"Las Vegas, Nevada, United States",nan,nan,nan
UFC Fight Night: dos Santos vs. Tuivasa,Ultimate Fighting Championship,2 December 2018 (2018-12-02),Adelaide Entertainment Centre,"Adelaide, Australia",nan,nan,nan
UFC 231,Ultimate Fighting Championship,"December 8, 2018 (2018-12-08)",Scotiabank Arena,"Toronto, Ontario, Canada",nan,nan,nan
UFC on Fox 31,Ultimate Fighting Championship,"December 15, 2018 (2018-12-15)",Fiserv Forum,"Milwaukee, Wisconsin",nan,nan,nan
UFC 232,Ultimate Fighting Championship,"December 29, 2018 (2018-12-29)",T-Mobile Arena,"Paradise, Nevada",nan,nan,nan
